YEAR,FIELD,PRODUCTION,delta_prod
2006,K07-FA,33870.743492655,22279
2006,K07-FB,398629.8201976401,-69311
2006,K07-FC,176987.69003431502,3797
2006,K07-FD,97154.20504931,8467
2006,K07-FE,36953.05215998,-55503
2006,K08-FA,786103.6484317001,9056
2006,K09ab-A,92234.314625525,26309
2006,K09ab-B,122157.44592787,-49473
2006,K09c-A,48217.68348991999,-16541
2006,K12-A,0.0,-7599
2006,K12-B,111841.283399855,-44133
2006,K12-B9,266413.27870353,217214
2006,K12-C,0.0,0
2006,K12-D,9647.207169235002,463
2006,K12-G,620897.6900718551,-154748
2006,K14-FA,48976.95961608501,-13944
2006,K14-FB,149763.77607196,-84645
2006,K15-FA,215972.52008836003,-172412
2006,K15-FB,46698.02357684001,44197
2006,K15-FC,0.0,0
2006,K15-FE,33896.28403972,0
2006,K15-FG,159607.015985815,71672
2006,K15-FK,321135.923589805,-166092
2006,K15-FL,53647.41749795,-67344
2006,K15-FM,159825.28317389,-103770
2006,K15-FN,0.0,0
2006,K17-FA,278227.3118753,0
2006,Kiel-Windeweer,48299.650385420005,-10808
2006,Kollum,65915.87429444,32280
2006,Kollum-Noord,388558.18380188,-53231
2006,Kollumerland,47547.023388500005,-18961
2006,Kommerzijl,303240.64829040994,232490
2006,Kotter,0.0,0
2006,L01-A,137378.61402902,-23870
2006,L02-FA,55981.546689995,50742
2006,L02-FB,77117.14742947998,0
2006,L04-A,134651.050068065,-30180
2006,L04-B,76761.83095918,76720
2006,L04-F,88041.32076689502,-34086
2006,L04-I,79584.61787752502,-29816
2006,L05-B,416222.00048398005,285060
2006,L05a-A,426587.7197539501,-117354
2006,L07-A,0.0,0
2006,L07-B,0.0,0
2006,L07-C,45952.324206725,5428
2006,L07-G,52420.653679705,-18991
2006,L07-H,770.538398705,432
2006,L07-H South-East,30984.22071984,-11297
2006,L07-N,180.21956877,144
2006,L08-A,36684.67334466001,586
2006,L08-G,16013.581217295,-20015
2006,L08-H,21436.302150405005,730
2006,L08-P,111933.53255186,-18467
2006,L09-FC,37540.109192735006,-3417
2006,L09-FD,1591237.18071647,-43901
2006,L09-FF,107993.80690609,3896
2006,L09-FI,100077.62980373998,54585
2006,L10-CDA,311098.71329015493,-81565
2006,L10-G,11358.96393907,-1612
2006,L10-M,422907.26267756,-4058
2006,L10-S2,16542.763503320002,-10683
2006,L10-S4,8457.995160245002,-6817
2006,L11b-A,25603.58562065501,-4197
2006,L12b-C,38839.72122122,1371
2006,L13-FB,0.0,0
2006,L13-FC,86650.53876445,-99273
2006,L13-FD,22580.285733685,-1280
2006,L13-FE,129721.16854431502,119927
2006,L13-FF,12668.245318445,12668
2006,L13-FG,124213.32757477,114520
2006,L13-FH,0.0,-13142
2006,L15b-A,153184.63228074505,-37455
2006,Lauwersoog,0.0,0
2006,Leens,338687.37993748504,147209
2006,Leeuwarden-Nijega,64010.132370000014,-6438
2006,Loon op Zand,10945.653516645,10945
2006,Loon op Zand-Zuid,21507.871803665003,-36453
2006,Maasdijk,4898.42606828,4898
2006,Markham,106198.21920595002,-31121
2006,Marum,25125.738663275,16364
2006,Metslawier,130358.71169914,-90282
2006,Middelburen,3804.8252254,-1496
2006,Middenmeer,4997.132355000002,5
2006,Molenpolder,77581.92609984,15452
2006,Monster,60879.603538025,-56980
2006,Munnekezijl,125864.02902915,-104823
2006,Nijensleek,3651.0608150000007,-8243
2006,Noorderdam,162189.287558735,0
2006,Noordwolde,8924.580899999999,-28
2006,Norg-Zuid,30181.676200035,-24859
2006,Oldelamer,65806.652615,-21583
2006,Oldenzaal,2278.9328745000003,-225
2006,Oosterhesselen,135324.790521285,516
2006,Oostrum,121742.223999465,13686
2006,Opeinde,13955.470535,-4436
2006,Opeinde-Zuid,7310.560950000001,723
2006,Opende-Oost,112399.03594882498,43078
2006,Oud-Beijerland Zuid,104441.97772548,40343
2006,Oude Pekela,46667.00907584,-19178
2006,P06-Main,59568.90646272,-6458
2006,P11b-De Ruyter,24921.311960000003,0
2006,P12-SW,24037.34804558,-36540
2006,P14-A,0.0,-62905
2006,Pasop,78762.15656252,59403
2006,Pernis,186375.45668302503,-124538
2006,Pernis-West,256193.92888981,-64207
2006,Q01-B,1505482.22048059,-123326
2006,Q04-A,141573.65020309004,-51188
2006,Q04-B,152774.64062090998,-109337
2006,Q05-A,22763.366231935004,-54965
2006,Q08-A,0.0,0
2006,Q08-B,0.0,0
2006,Q16-FA,42917.10694500001,-403488
2006,Reedijk,181116.551390435,-128557
2006,Ried,6154.37411,4596
2006,Rossum-Weerselo,66903.03210399002,6015
2006,Roswinkel,6552.411473055,-28568
2006,Rotterdam,60683.16359621501,4642
2006,Saaksum,246674.98145102,-37167
2006,Schermer,0.0,0
2006,Schoonebeek Gas,115740.460222855,-13429
2006,Schoonebeek Olie,0.0,0
2006,Sebaldeburen,230431.58383623,38324
2006,Sleen,0.0,0
2006,Slootdorp,24818.985205,-597
2006,Spijkenisse-Oost,60131.96734397,0
2006,Spijkenisse-West,60381.727964455,0
2006,Sprang,7645.044958879999,1098
2006,Starnmeer,0.0,0
2006,Suawoude,0.0,0
2006,Tietjerksteradeel,192626.30171486,29715
2006,Tubbergen,45802.471421145005,6941
2006,Tubbergen-Mander,13817.11632292,-2140
2006,Ureterp,109123.03855801,-28126
2006,Vries,107929.96977978002,-71996
2006,Waalwijk-Noord,26114.39339721001,-21028
2006,Wanneperveen,22187.710720500007,-44977
2006,Warffum,473142.6040242699,473142
2006,Warga-Wartena,8155.547865,-451
2006,Weststellingwerf,0.0,0
2006,Zuid-Schermer,0.0,0
2006,Zuidwal,94899.098485,-11012
2006,Zuidwending-Oost,103257.57401906,0
2007,'s-Gravenzande,490394.6828793551,175904
2007,A12-FA,7977.96715766318,0
2007,Ameland-Noord,0.0,0
2007,Ameland-Oost,432974.34606017993,33661
2007,Ameland-Westgat,189026.06670456,-31157
2007,Anjum,432047.55048693,-75476
2007,Annerveen,389329.23172452976,60161
2007,Appelscha,37707.12228062,-18297
2007,Assen,32341.287638885,0
2007,Barendrecht,23587.664153955004,20608
2007,Barendrecht-Ziedewij,77780.76491836002,69799
2007,Bedum,540296.5350020302,108825
2007,Bergen,31805.01421423,-36126
2007,Bergermeer,22757.475586575,-37734
2007,Berkel,2435.2681127550004,-1342
2007,Blija-Ferwerderadeel,44161.4424824,-8257
2007,Blija-Zuidoost,98665.414038325,-7198
2007,Blijham,54660.054669495,10172
2007,Boerakker,136593.16440679002,-34574
2007,Botlek,621132.474064085,136063
2007,Bozum,2024.05275152,957
2007,Castricum-Zee,0.0,0
2007,Coevorden,401527.48498268495,81332
2007,Collendoorn,48268.8806247,40723
2007,Collendoornerveen,5029.04353375,-2167
2007,D12-A,623436.794522975,-89257
2007,D15a-A,119275.09745371,90894
2007,D15a-A104,120186.028160275,-46096
2007,Dalen,89146.82843537998,-26470
2007,De Blesse,41788.29092959,1920
2007,De Wijk,280731.8794642349,67214
2007,Den Velde,17454.780772335,4398
2007,Een,5893.083268565,-11988
2007,Eleveld,45663.28804587501,9717
2007,Emmen,94416.13097021,-14264
2007,Emmen-Nieuw Amsterdam,31143.068765625,-4305
2007,Engwierum,0.0,0
2007,Ezumazijl,58620.41128792,14604
2007,F02a-Hanze,39641.59586999999,-15012
2007,F03-FB,553180.7889355352,-65184
2007,F15a-A,117301.20169078,68588
2007,F15a-B,197250.08277272,0
2007,F16-E,792755.37909709,363907
2007,Feerwerd,19203.38994278,19203
2007,Franeker,1760.34298999,-411
2007,G14-A&B,451161.3285652051,28181
2007,G14-C,40598.143210995,0
2007,G16a-A,248306.99719600505,88097
2007,G17a-S1,262385.681803005,-224601
2007,G17cd-A,259008.81554972,-31313
2007,Gaag,136126.02061700006,-47495
2007,Geestvaartpolder,97757.87171874,11955
2007,Groet,40042.470954405006,16526
2007,Groet-Oost,39673.14099324501,38303
2007,Groningen,30491596.79902201,-4536860
2007,Grootegast,119075.09295411497,-29742
2007,Grouw-Rauwerd,11463.19587056,946
2007,Halfweg,8873.25928525,266
2007,Hardenberg,261826.76990245003,-13413
2007,Hardenberg-Oost,14806.511607185,0
2007,Harlingen Lower Cretaceous,189.889974575,36
2007,Harlingen Upper Cretaceous,46158.455652640005,-11087
2007,Haven,644.9149008449999,-310
2007,Hekelingen,160231.84952472002,124428
2007,Helder,3094.3610712000013,-1763
2007,Helm,1965.666371015,611
2007,Hoogenweg,0.0,-378
2007,Hoorn,990.13688951,181
2007,Horizon,4039.679896935001,-70
2007,Houwerzijl,27379.079299875004,27379
2007,J03-C Unit,217727.27730342493,-1506
2007,K01-A Unit,818789.0925951,-83326
2007,K02b-A,660724.6355622701,124150
2007,K04-A,224082.98299609,175020
2007,K04-E,515447.98263941,119811
2007,K04-N,358636.274091105,-2753
2007,K04a-B,9916.31493082,-14643
2007,K05-C Unit,151177.87486065,-2815
2007,K05a-A,620979.8700601851,-4832
2007,K05a-B,121914.540145055,731
2007,K05a-D,159149.697674335,-28221
2007,K05a-En,54759.80637698001,-10201
2007,K05a-Es,29897.46416548,10048
2007,K06-A,22798.999150805,-23744
2007,K06-C,69522.680370275,-2072
2007,K06-D,140029.89075683503,-10429
2007,K06-DN,158681.300645525,-7275
2007,K06-G,61405.26979235499,7633
2007,K06-N,2397.658283175,2394
2007,K06-T,15.02831909,-5318
2007,K07-FA,41650.85660339,7780
2007,K07-FB,224941.53717290505,-173688
2007,K07-FC,147351.02195513502,-29636
2007,K07-FD,47926.650374975,-49227
2007,K07-FE,26799.78855135,-10153
2007,K08-FA,653825.612777495,-132278
2007,K09ab-A,88166.82400444499,-4067
2007,K09ab-B,103720.600475605,-18436
2007,K09c-A,34588.80408977,-13628
2007,K12-B,116404.99232304005,4563
2007,K12-B9,197172.42836974,-69240
2007,K12-C,0.0,0
2007,K12-D,167646.827016335,157999
2007,K12-G,497959.896090695,-122937
2007,K12-K,0.0,0
2007,K14-FA,49389.51049971,412
2007,K14-FB,67958.69398381001,-81805
2007,K15-FA,217052.05047497008,1079
2007,K15-FB,109689.75893939502,62991
2007,K15-FC,489.69787249000007,489
2007,K15-FE,545676.264984145,511779
2007,K15-FG,144147.10374152497,-15459
2007,K15-FJ,255814.304013165,0
2007,K15-FK,221603.3778608,-99532
2007,K15-FL,35897.414543205,-17750
2007,K15-FM,98401.83614117,-61423
2007,K15-FN,0.0,0
2007,K15-FO,185756.48425186,0
2007,K17-FA,364303.123453515,86075
2007,Kiel-Windeweer,58014.53351665001,9714
2007,Kollum,54298.05742250001,-11617
2007,Kollum-Noord,331517.626931855,-57040
2007,Kollumerland,34349.087315,-13197
2007,Kommerzijl,209127.54165395003,-94113
2007,Kotter,0.0,0
2007,L01-A,74480.7544974,-62897
2007,L02-FA,276707.52853716497,220725
2007,L02-FB,418030.710271805,340913
2007,L04-A,132707.66455676503,-1943
2007,L04-B,65807.31088196,-10954
2007,L04-F,47021.727409335,-41019
2007,L04-I,29126.208424575,-50458
2007,L05-B,228106.42880609,-188115
2007,L05a-A,390066.9411684351,-36520
2007,L07-A,0.0,0
2007,L07-B,0.0,0
2007,L07-C,47564.817694720005,1612
2007,L07-G,25102.505215314995,-27318
2007,L07-H,2765.8120141100007,1995
2007,L07-H South-East,17180.53979436,-13803
2007,L07-N,1828.913519905,1648
2007,L08-A,13368.65296795,-23316
2007,L08-G,35112.58204625,19099
2007,L08-H,18410.997924935,-3025
2007,L08-P,76545.032212785,-35388
2007,L09-FC,11357.33936997,-26182
2007,L09-FD,1161641.0343221352,-429596
2007,L09-FF,88764.705520015,-19229
2007,L09-FI,80733.922452065,-19343
2007,L10-CDA,274936.21865083504,-36162
2007,L10-G,12757.07443602,1398
2007,L10-M,443569.7815107201,20662
2007,L10-S2,4981.32339881,-11561
2007,L10-S4,2492.024649585,-5965
2007,L11b-A,23817.441519595,-1786
2007,L12b-C,24576.753512870004,-14262
2007,L13-FB,0.0,0
2007,L13-FC,72461.72841585499,-14188
2007,L13-FD,15459.759281615005,-7120
2007,L13-FE,141674.984283075,11953
2007,L13-FF,18644.853591965,5976
2007,L13-FG,135981.454010485,11768
2007,L13-FH,0.0,0
2007,L15b-A,138807.08076000997,-14377
2007,Lauwersoog,0.0,0
2007,Leens,189068.317105225,-149619
2007,Leeuwarden 101 Rotliegend,0.0,0
2007,Leeuwarden-Nijega,69627.32266370002,5617
2007,Loon op Zand,5228.13131221,-5717
2007,Loon op Zand-Zuid,13982.74219758,-7525
2007,Maasdijk,6146.971771445001,1248
2007,Markham,116991.59679726002,10793
2007,Marum,43755.58081479001,18629
2007,Metslawier,144021.00869666,13662
2007,Middelburen,16177.7966706,12372
2007,Middelie,6866.3742204400005,0
2007,Middenmeer,5322.578907075001,325
2007,Moddergat,384026.39555168006,0
2007,Molenpolder,71866.94202089499,-5714
2007,Monster,115642.317260745,54762
2007,Munnekezijl,187107.3619846,61243
2007,Nes,343211.90298807994,0
2007,Nijensleek,0.0,-3651
2007,Noorderdam,348951.9993186,186762
2007,Noordwolde,8325.31111629,-599
2007,Norg-Zuid,0.0,-30181
2007,Oldelamer,56132.32358111501,-9674
2007,Oldenzaal,1272.378342845,-1006
2007,Oosterhesselen,107092.13518847997,-28232
2007,Oostrum,50422.05075256,-71320
2007,Opeinde,7988.787956714999,-5966
2007,Opeinde-Zuid,8097.880936525001,787
2007,Opende-Oost,192331.131223285,79932
2007,Oud-Beijerland Noord,0.0,0
2007,Oud-Beijerland Zuid,0.0,-104441
2007,Oude Pekela,53499.29477297001,6832
2007,P06-Main,60899.08887299,1330
2007,P11b-De Ruyter,130542.566505,105621
2007,P12-SW,31878.231644720003,7840
2007,P14-A,0.0,0
2007,Pasop,201210.47631317,122448
2007,Pernis,189593.94643753,3218
2007,Pernis-West,204850.82446634505,-51343
2007,Q01-B,1511769.989647255,6287
2007,Q04-A,101284.21731769502,-40289
2007,Q04-B,149818.95129120498,-2955
2007,Q05-A,6582.37211397,-16180
2007,Q08-A,0.0,0
2007,Q08-B,0.0,0
2007,Q16-FA,329297.01503313,286379
2007,Reedijk,37688.80368164501,-143427
2007,Ried,7577.578924969999,1423
2007,Rossum-Weerselo,53931.67700367999,-12971
2007,Roswinkel,0.0,-6552
2007,Rotterdam,62082.138068550026,1398
2007,Saaksum,239695.07833319504,-6979
2007,Schermer,0.0,0
2007,Schoonebeek Gas,131294.93610266,15554
2007,Schoonebeek Olie,0.0,0
2007,Sebaldeburen,209982.40257335003,-20449
2007,Sleen,0.0,0
2007,Slootdorp,23759.971860225003,-1059
2007,Spijkenisse-Oost,211512.90701263,151380
2007,Spijkenisse-West,65685.82265090001,5304
2007,Sprang,7926.74313099,281
2007,Starnmeer,0.0,0
2007,Tietjerksteradeel,210313.11631602,17686
2007,Tubbergen,51972.08483323501,6169
2007,Tubbergen-Mander,12738.452021525,-1078
2007,Ureterp,84435.56538639999,-24687
2007,Vries,184007.615572325,76077
2007,Waalwijk-Noord,29192.47923979,3078
2007,Wanneperveen,37362.524801635,15174
2007,Warffum,544103.12826497,70960
2007,Warga-Wartena,7925.52575908,-230
2007,Westbeemster,15927.84933016,0
2007,Weststellingwerf,0.0,0
2007,Witterdiep,96312.14868818,0
2007,Zuid-Schermer,0.0,0
2007,Zuidwal,81880.34605374,-13018
2007,Zuidwending-Oost,177122.76451566,73865
2008,'s-Gravenzande,324082.704162335,-166311
2008,A12-FA,1157201.8622412106,1149223
2008,Ameland-Noord,0.0,0
2008,Ameland-Oost,390127.47430096514,-42846
2008,Ameland-Westgat,250523.263899845,61497
2008,Anjum,470110.6707129401,38063
2008,Annerveen,287270.6435019353,-102058
2008,Appelscha,567.627608285,-37139
2008,Assen,68331.25198487,35989
2008,Barendrecht,534.93684735,-23052
2008,Barendrecht-Ziedewij,32878.470400269995,-44902
2008,Bedum,506367.8597972351,-33928
2008,Bergen,14061.96842391,-17743
2008,Berkel,2495.01533361,59
2008,Blija-Ferwerderadeel,26604.115532745003,-17557
2008,Blija-Zuidoost,72714.44912783,-25950
2008,Blijham,56471.02619508001,1810
2008,Boerakker,79885.68534395,-56707
2008,Botlek,579147.1197379199,-41985
2008,Bozum,1565.8430368649997,-458
2008,Coevorden,341723.4390213801,-59804
2008,Collendoorn,25958.06554336,-22310
2008,Collendoornerveen,5667.899002835002,638
2008,D12-A,213401.09515147,-410035
2008,D15a-A,46606.82406526,-72668
2008,D15a-A104,128414.26494334998,8228
2008,Dalen,114183.07549446,25036
2008,De Blesse,95708.759461395,53920
2008,De Wijk,205571.17211918003,-75160
2008,Den Velde,16125.338912394998,-1329
2008,Een,0.0,-5893
2008,Eleveld,33088.92383294,-12574
2008,Emmen,93527.68577687,-888
2008,Emmen-Nieuw Amsterdam,30124.087335270004,-1018
2008,Engwierum,0.0,0
2008,Ezumazijl,32333.867366775,-26286
2008,F02a-Hanze,39071.94177,-569
2008,F03-FB,419568.35332089,-133612
2008,F15a-A,132100.892217575,14799
2008,F15a-B,230144.6026498,32894
2008,F16-E,660072.1790740899,-132683
2008,Faan,0.0,0
2008,Feerwerd,10956.776540405,-8246
2008,Franeker,781.36499135,-978
2008,G14-A&B,402324.7907946,-48836
2008,G14-C,230516.661676065,189918
2008,G16a-A,257469.16288756,9162
2008,G16a-B,314490.334639545,0
2008,G17a-S1,250758.43926554,-11627
2008,G17cd-A,208803.98761938504,-50204
2008,Gaag,196677.16265588,60551
2008,Geestvaartpolder,106779.8465912,9021
2008,Groet-Oost,221496.48754351,181823
2008,Groningen,43465896.27258838,12974299
2008,Grootegast,93407.753545435,-25667
2008,Grouw-Rauwerd,9199.668974719996,-2263
2008,Halfweg,19022.766341565,10149
2008,Hardenberg,170988.344122885,-90838
2008,Hardenberg-Oost,24358.47472073,9551
2008,Harlingen Lower Cretaceous,341.671144775,151
2008,Harlingen Upper Cretaceous,36028.873830845005,-10129
2008,Haven,577.729474325,-67
2008,Hekelingen,124002.62307233,-36229
2008,Helder,2841.0896935950004,-253
2008,Helm,5115.157300115001,3149
2008,Hoogenweg,0.0,0
2008,Hoorn,1025.796181255,35
2008,Horizon,3227.971330525,-811
2008,Houwerzijl,37191.5979791,9812
2008,J03-C Unit,182434.76579003,-35292
2008,K01-A Unit,682239.2524924449,-136549
2008,K02b-A,806598.25222465,145873
2008,K04-A,178082.34684711002,-46000
2008,K04-E,371364.31199175015,-144083
2008,K04-N,323273.27632215497,-35362
2008,K04a-B,13429.528947855002,3513
2008,K05-C Unit,138677.318830605,-12500
2008,K05-F,18152.78954513,0
2008,K05a-A,552754.9756605299,-68224
2008,K05a-B,112625.40066443998,-9289
2008,K05a-D,107126.566559165,-52023
2008,K05a-En,54534.75292070999,-225
2008,K05a-Es,49215.58877349,19318
2008,K06-A,26888.955241725,4089
2008,K06-C,62038.65025259,-7484
2008,K06-D,127727.577518335,-12302
2008,K06-DN,146376.818501785,-12304
2008,K06-G,177967.97718247003,116562
2008,K06-N,6259.970046585001,3862
2008,K06-T,0.450448705,-14
2008,K07-FA,32656.97622721,-8993
2008,K07-FB,105727.46549703,-119214
2008,K07-FC,111564.870351895,-35786
2008,K07-FD,28669.889117600003,-19256
2008,K07-FE,12687.617777505002,-14112
2008,K08-FA,432973.4662610701,-220852
2008,K09ab-A,96247.164869265,8080
2008,K09ab-B,69467.68554149498,-34252
2008,K09c-A,29655.567936320003,-4933
2008,K12-B,134035.85423260005,17630
2008,K12-B9,192929.79443087,-4242
2008,K12-C,1.90939615,1
2008,K12-D,130907.63777430497,-36739
2008,K12-G,493661.3411076748,-4298
2008,K12-K,129162.34947628,129162
2008,K14-FA,50237.336190975,847
2008,K14-FB,65360.78962550501,-2597
2008,K15-FA,137940.68223525502,-79111
2008,K15-FB,14241.475925055,-95448
2008,K15-FC,3379.332644555,2889
2008,K15-FE,330190.24004633504,-215486
2008,K15-FG,137329.52250457997,-6817
2008,K15-FJ,294495.5991546,38681
2008,K15-FK,158116.385223705,-63486
2008,K15-FL,15005.22911048,-20892
2008,K15-FM,200380.9723856249,101979
2008,K15-FN,0.0,0
2008,K15-FO,482812.9897858851,297056
2008,K17-FA,265146.55154034,-99156
2008,Kiel-Windeweer,45629.537095365,-12384
2008,Kollum,47174.53606674501,-7123
2008,Kollum-Noord,309012.8963203,-22504
2008,Kollumerland,19312.750871,-15036
2008,Kommerzijl,311160.99441684,102033
2008,L01-A,67779.63482154,-6701
2008,L02-FA,220007.2492692,-56700
2008,L02-FB,557099.836137475,139069
2008,L04-A,115273.717300765,-17433
2008,L04-B,52613.7379369,-13193
2008,L04-F,49557.39811213,2535
2008,L04-I,53036.014081910005,23909
2008,L05-B,137089.585252575,-91016
2008,L05-C,381447.59992368496,0
2008,L05a-A,313615.6022862901,-76451
2008,L07-A,0.0,0
2008,L07-B,2.6109146250000004,2
2008,L07-C,42571.78790415501,-4993
2008,L07-G,16829.5653542,-8272
2008,L07-H,10773.388006975,8007
2008,L07-H South-East,34963.129073455006,17782
2008,L07-N,18491.637737365,16662
2008,L08-A,30507.155454475,17138
2008,L08-G,39907.650707575,4795
2008,L08-H,6376.420003605,-12034
2008,L08-P,66380.255261845,-10164
2008,L09-FC,5933.7323082600005,-5423
2008,L09-FD,913978.69779246,-247662
2008,L09-FF,50651.506369125,-38113
2008,L09-FI,57470.64044095,-23263
2008,L10-CDA,297953.44490294525,23017
2008,L10-G,10488.63374611,-2268
2008,L10-M,422383.9288402951,-21185
2008,L10-S2,72.82500211000001,-4908
2008,L10-S4,722.6083356800001,-1769
2008,L11b-A,18007.224989025002,-5810
2008,L12b-C,34880.297147655,10303
2008,L13-FB,0.0,0
2008,L13-FC,45506.046635635,-26955
2008,L13-FD,16744.15099648,1284
2008,L13-FE,109426.72748821,-32248
2008,L13-FF,6019.25848697,-12625
2008,L13-FG,133127.02280688498,-2854
2008,L13-FH,0.0,0
2008,L15b-A,122383.01418266,-16424
2008,Lauwersoog,133812.700678245,133812
2008,Leens,131005.95585230498,-58062
2008,Leeuwarden 101 Rotliegend,0.0,0
2008,Leeuwarden-Nijega,68094.71261408001,-1532
2008,Loon op Zand,5244.451902175,16
2008,Loon op Zand-Zuid,7901.3977432,-6081
2008,Maasdijk,5239.170997685001,-907
2008,Markham,97851.15046778502,-19140
2008,Marum,17422.966645765002,-26332
2008,Metslawier,143856.691971515,-164
2008,Middelburen,27802.464160550007,11624
2008,Middelie,32756.55809338,25890
2008,Middenmeer,6259.638803275,937
2008,Moddergat,312842.60488072,-71183
2008,Molenpolder,69875.116922625,-1991
2008,Monster,98881.90474953996,-16760
2008,Munnekezijl,104817.60341936,-82289
2008,Nes,477933.38762086496,134721
2008,Nijensleek,0.0,0
2008,Noorderdam,135309.63772222502,-213642
2008,Noordwolde,8348.768206230001,23
2008,Norg-Zuid,0.0,0
2008,Oldelamer,37845.35201273,-18286
2008,Oldenzaal,1423.503355915,151
2008,Oosterhesselen,94343.69839648,-12748
2008,Oostrum,40859.945686205,-9562
2008,Opeinde,7880.609588210002,-108
2008,Opeinde-Zuid,6071.095955155,-2026
2008,Opende-Oost,150347.8149929,-41983
2008,Oud-Beijerland Noord,0.0,0
2008,Oud-Beijerland Zuid,0.0,0
2008,Oude Pekela,50050.3366835,-3448
2008,P06-Main,65226.41138805999,4327
2008,P11b-De Ruyter,116761.156945,-13781
2008,P12-SW,30568.14325537,-1310
2008,P14-A,0.0,0
2008,Pasop,71526.016701025,-129684
2008,Pernis,219175.637621485,29581
2008,Pernis-West,185402.208982665,-19448
2008,Q01-B,1248679.849321145,-263090
2008,Q04-A,104647.73467657,3363
2008,Q04-B,176320.506932735,26501
2008,Q05-A,1434.20968825,-5148
2008,Q16-FA,363698.391319935,34401
2008,Reedijk,128243.28326523502,90554
2008,Ried,5634.5963912,-1942
2008,Rossum-Weerselo,54559.11723754999,627
2008,Roswinkel,0.0,0
2008,Rotterdam,55320.041140945,-6762
2008,Saaksum,232589.91144352496,-7105
2008,Schoonebeek Gas,120914.61891892,-10380
2008,Schoonebeek Olie,0.0,0
2008,Sebaldeburen,156273.10270658502,-53709
2008,Sleen,0.0,0
2008,Slootdorp,21178.715115535,-2581
2008,Spijkenisse-Oost,81820.263369915,-129692
2008,Spijkenisse-West,80309.61137602,14623
2008,Sprang,7115.520880395002,-811
2008,Surhuisterveen,21954.750676305,0
2008,Tietjerksteradeel,214707.9111944899,4394
2008,Tubbergen,48261.32321364,-3710
2008,Tubbergen-Mander,10777.904098089995,-1960
2008,Ureterp,62599.86186784498,-21835
2008,Vierhuizen,194502.64104842,0
2008,Vries,196790.942623035,12783
2008,Waalwijk-Noord,21227.52286784,-7964
2008,Wanneperveen,33761.926900575,-3600
2008,Warffum,363824.038025925,-180279
2008,Warga-Wartena,8447.17700692,521
2008,Westbeemster,67863.7579633,51935
2008,Weststellingwerf,0.0,0
2008,Witterdiep,155768.80586541002,59456
2008,Zevenhuizen,34105.333380525,0
2008,Zuidwal,83547.48202890498,1667
2008,Zuidwending-Oost,90750.05765984498,-86372
2009,'s-Gravenzande,258638.996108,-65443
2009,A12-FA,1254666.7317322276,97464
2009,Ameland-Oost,346054.9442744248,-44072
2009,Ameland-Westgat,180036.25302570505,-70487
2009,Anjum,291904.09602051496,-178206
2009,Annerveen,252785.54494107005,-34485
2009,Appelscha,5817.09035671,5249
2009,Assen,66430.167510155,-1901
2009,Barendrecht,5688.98569877,5154
2009,Barendrecht-Ziedewij,120192.48002041502,87314
2009,Bedum,457209.7280241349,-49158
2009,Bergen,5722.825262140001,-8339
2009,Berkel,3987.3993644500015,1492
2009,Blesdijke,6685.877209025,0
2009,Blija-Ferwerderadeel,56486.72860485501,29882
2009,Blija-Zuidoost,109483.61905416,36769
2009,Blijham,39166.940030495,-17304
2009,Boerakker,42476.23897803,-37409
2009,Botlek,481397.0206329,-97750
2009,Bozum,1320.86751082,-244
2009,Coevorden,334188.182231295,-7535
2009,Collendoorn,18498.180320195,-7459
2009,Collendoornerveen,4373.965581795001,-1293
2009,D12-A,115210.084827965,-98191
2009,D15a-A,31885.543260585,-14721
2009,D15a-A104,55610.509876365,-72803
2009,Dalen,98442.26048397008,-15740
2009,De Blesse,82433.52554618499,-13275
2009,De Wijk,211894.8558670201,6323
2009,Den Velde,15172.820291785,-952
2009,E17a-A,34912.286390115,0
2009,Een,5.5921044150000006,5
2009,Eleveld,110974.85533748,77885
2009,Emmen,80684.17793524,-12843
2009,Emmen-Nieuw Amsterdam,24914.77781649,-5209
2009,Engwierum,0.0,0
2009,Ezumazijl,41990.49914662,9656
2009,F02a-Hanze,34062.15043499999,-5009
2009,F02a-Pliocene,13716.00483,0
2009,F03-FB,330910.52967884496,-88657
2009,F15a-A,58810.28543877,-73290
2009,F15a-B,172117.077854925,-58027
2009,F16-E,527247.14150968,-132825
2009,Faan,72465.38791599001,72465
2009,Feerwerd,17510.372683005,6553
2009,Franeker,2.990684025,-778
2009,G14-A&B,379556.350421515,-22768
2009,G14-C,58112.63639199,-172404
2009,G16a-A,285634.21715733496,28165
2009,G16a-B,419391.643454325,104901
2009,G17a-S1,271186.94841408,20428
2009,G17cd-A,166148.56921877502,-42655
2009,Gaag,230245.613925795,33568
2009,Gasselternijveen,73707.30769804001,0
2009,Geesbrug,1968.5178062600005,0
2009,Geestvaartpolder,68165.27165877001,-38614
2009,Groet,13488.99767115,-26553
2009,Groet-Oost,161558.047521035,-59938
2009,Grolloo,5173.25463391,0
2009,Groningen,39739207.54948828,-3726688
2009,Grootegast,109191.96037462,15784
2009,Grouw-Rauwerd,7957.549813735,-1242
2009,Halfweg,18109.553853855006,-913
2009,Hardenberg,149743.99219605,-21244
2009,Hardenberg-Oost,16396.47633044,-7961
2009,Harlingen Lower Cretaceous,0.0,-341
2009,Harlingen Upper Cretaceous,0.0,-36028
2009,Haven,947.5974421349998,369
2009,Hekelingen,94999.08965819,-29003
2009,Helder,2164.638108825,-676
